interaction_id,session_id,user_id,timestamp_utc,split,channel,use_case,country_code,region,account_tier,segment,instruction_template,model_provider,model_name,temperature,top_p,max_tokens,prompt_tokens,completion_tokens,total_tokens,latency_ms,cost_usd,response_quality_score,is_failure,failure_type,hallucination_flag,toxicity_flag,safety_block_flag,formatting_error_flag,tool_error_flag,latency_timeout_flag,tool_calls_count,tools_used,user_feedback_score,user_feedback_label,user_reported_issue,retry_index,repair_strategy,final_resolution_state,business_impact_tag,request_text,response_text_snippet,tokens_per_second,date_utc,hour_of_day_utc,day_of_week,is_weekend,is_peak_hour,prompt_to_completion_ratio,request_text_template,instruction_text,user_feedback_observed,prompt_id,response_text_snippet_len_chars,response_text_snippet_is_truncated
INT006947,S00764,U00193,2025-02-03 00:48:00+00:00,test,api,internal_qa,IN,APAC,free,individual,internal_policy_qa,local,custom-local-8b,0.527,0.875,1536,1144,150,1294,1686,0.00516,0.596,True,hallucination,True,False,False,False,False,False,0,none,,no_feedback,False,2,add_constraints_to_prompt,escalated_to_human,medium,I'm working on something and need help: Follow-up: the previous reply did not fully solve the issue. Check this draft announcement for any confusing or inconsistent statements.,Here's what I'd implement in production. Let's stabilize it. Signal: hallucination while working on latency. Quick diagnosis: Refuse when confidence is low; avoid confident guesses. Recommended actions: - Add strict input/output...,767.497034400949,2025-02-03,0,0,False,False,7.6267,Follow-up: the previous reply did not fully solve the issue. Check this draft announcement for any confusing or inconsistent statements.,"You are an internal knowledge assistant helping teammates navigate documentation, policies, and internal tools. Be precise, concise, and point to relevant information and next steps.",False,8ad879fd7895b38236ec6ff25a956251dc06e51b,231,True
INT006948,S00751,U00325,2025-02-18 23:34:11+00:00,train,web_app,content_writing,BR,AMER,enterprise,individual,creative_writer,local,custom-local-8b,0.867,0.939,1024,804,136,940,570,0.00376,0.732,False,none,False,False,False,False,False,False,0,none,,no_feedback,False,0,none,auto_resolved,low,Context for you: Write a concise product description for a new wireless mouse aimed at software developers. Please explain step by step.,"This is a common pattern; the fix is straightforward. Goal: handle evaluation for LLM systems reliably, with guardrails for formatting and failure handling. Plan: - Start by writing a small function boundary for evaluation for LLM systems and...",1649.122807017544,2025-02-18,23,1,False,False,5.9118,Write a concise product description for a new wireless mouse aimed at software developers.,"You are a writing assistant helping users craft clear, engaging, and well-structured content. Keep the tone natural, readable, and aligned with the user's intent.",False,469eb15f8b08d9b4130e14a6c3888f14e335a854,245,True
INT006949,S00094,U00399,2025-02-11 17:26:50+00:00,test,mobile_app,coding_assistant,DE,EMEA,pro,team,code_assistant_secure,meta,llama-3.1-8b,0.512,0.98,768,401,173,574,1427,0.03444,0.662,True,formatting_error,False,False,False,True,False,False,0,none,-2.0,negative,True,2,switch_model_family,auto_resolved,medium,Context for you: Follow-up: the previous reply did not fully solve the issue. I'm getting a Python error: `IndexError`. Can you explain what it means and how to fix it? Can you walk me through a good solution?,I'll keep this concrete and measurable. Let's stabilize it. Signal: formatting_error while working on caching strategy. Quick diagnosis: Your output likely violated the contract. Enforce schema validation and retry-on-invalid....,402.2424667133847,2025-02-11,17,1,False,True,2.3179,Follow-up: the previous reply did not fully solve the issue. I'm getting a Python error: `IndexError`. Can you explain what it means and how to fix it?,"You are a senior software engineer helping users with code, debugging, and best practices. Provide clear explanations, structured steps, and high-quality code examples when relevant.",True,52eadb52b3319d2dab569ce8fb653a0bee56a90f,229,True
INT006950,S00384,U00259,2025-04-20 11:38:40+00:00,train,slack,data_analysis,IN,APAC,free,enterprise_team,creative_writer,anthropic,claude-3.5-sonnet,0.226,0.901,256,674,101,775,913,0.248,0.655,False,none,False,False,False,False,False,False,0,none,1.0,positive,False,0,none,auto_resolved,medium,"Can you help me debug this? Help me compute the conversion rate per marketing channel and highlight the top 3 performers. I'd like a practical, engineering-focused answer.","Let's turn this into a reliable workflow. Goal: handle cost per request reliably, with guardrails for formatting and failure handling. Plan: - Start by writing a small function boundary for cost per request and add tests before optimizing. -...",848.8499452354873,2025-04-20,11,6,True,True,6.6733,Help me compute the conversion rate per marketing channel and highlight the top 3 performers.,"You are a data analysis assistant helping users reason about data, metrics, and models. Explain trade-offs, outline steps, and keep the language accessible but precise.",True,814335a175319858ca540d38bfcac020ec643c3f,244,True
INT006951,S00253,U00207,2025-04-03 13:49:01+00:00,train,mobile_app,data_analysis,EG,EMEA,free,individual,support_strict,local,custom-local-8b,0.233,0.993,1024,953,155,1108,827,0.00444,0.856,False,none,False,False,False,False,False,False,2,sql_query|vector_search,1.0,positive,False,0,none,auto_resolved,critical,I'm stuck on this and need some guidance: Help me compute the conversion rate per marketing channel and highlight the top 3 performers.,"We can make this robust with a few changes. Goal: handle latency p95 reliably, with guardrails for formatting and failure handling. Plan: - Use schema validation (e.g., Pydantic) to prevent bad inputs from propagating. - Prefer simple baselines...",1339.782345828295,2025-04-03,13,3,False,True,6.1484,Help me compute the conversion rate per marketing channel and highlight the top 3 performers.,"You are a data analysis assistant helping users reason about data, metrics, and models. Explain trade-offs, outline steps, and keep the language accessible but precise.",True,a15ac130f4f428f0efac738d5c68655674fccc6e,247,True
INT006952,S01331,U00061,2025-02-04 04:44:32+00:00,train,web_app,data_analysis,EG,EMEA,pro,enterprise_team,code_assistant_secure,google,gemini-1.5-pro,0.157,0.94,1024,366,426,792,1310,0.25344,0.57,True,safety_block,False,False,True,False,False,False,1,sql_query,,no_feedback,True,1,add_constraints_to_prompt,auto_resolved,high,Context for you: Follow-up: the previous reply did not fully solve the issue. Can you suggest a few plots to explore churn risk in this dataset of subscriptions?,Here's what I'd implement in production. Let's stabilize it. Signal: safety_block while working on user satisfaction. Quick diagnosis: Refuse safely and offer a legitimate alternative or a high-level explanation. Recommended actions: -...,604.5801526717557,2025-02-04,4,1,False,False,0.8592,Follow-up: the previous reply did not fully solve the issue. Can you suggest a few plots to explore churn risk in this dataset of subscriptions?,"You are a data analysis assistant helping users reason about data, metrics, and models. Explain trade-offs, outline steps, and keep the language accessible but precise.",False,4e275efe35fdc513983e7d3f3ad32b50cc391969,238,True
INT006953,S01402,U00393,2025-03-13 15:01:04+00:00,train,web_app,brainstorming,US,AMER,free,team,internal_policy_qa,openai,gpt-4o-mini,0.307,0.923,256,588,256,844,1341,0.01688,0.686,False,none,False,False,False,False,False,False,0,none,2.0,positive,False,0,none,escalated_to_human,critical,I'm working on something and need help: Brainstorm taglines for a productivity app that helps engineers stay focused.,"Let's make the behavior deterministic and observable. Goal: handle customer support automation reliably, with guardrails for formatting and failure handling. Plan: - Add telemetry fields for latency/tokens/cost so you can debug regressions...",629.3810589112603,2025-03-13,15,3,False,True,2.2969,Brainstorm taglines for a productivity app that helps engineers stay focused.,"You are a creative assistant helping users explore ideas and options. Suggest multiple alternatives, structure them clearly, and stay practical.",True,64f5ffde54eb84c78cab2d2147174c299cd15237,242,True
INT006954,S00614,U00130,2025-04-21 07:47:20+00:00,test,slack,customer_support,FR,EMEA,enterprise,team,internal_policy_qa,local,custom-local-8b,0.804,0.774,1024,806,758,1564,1264,0.00624,0.691,False,none,False,False,False,False,False,False,0,none,1.0,positive,False,0,none,auto_resolved,medium,Context for you: This is coming from an internal team in our company. Our customer is getting an error when trying to log in to their account. Can you help me debug this? Please explain step by step.,"Here's the clean way to approach it. Goal: handle slow responses reliably, with guardrails for formatting and failure handling. Plan: - Use schema validation (e.g., Pydantic) to prevent bad inputs from propagating....",1237.3417721518988,2025-04-21,7,0,False,False,1.0633,This is coming from an internal team in our company. Our customer is getting an error when trying to log in to their account. Can you help me debug this?,"You are a helpful customer support assistant for a SaaS product. Answer clearly, empathetically, and step-by-step while keeping the response concise and practical.",True,03bf57d7adc83026d525c8192379aa203b71e1eb,217,True
INT006955,S00341,U00305,2025-02-06 15:10:54+00:00,train,web_app,customer_support,GB,EMEA,pro,team,general_assistant,meta,llama-3.1-8b,0.306,0.884,512,99,384,483,1747,0.02896,0.713,False,none,False,False,False,False,False,False,0,none,2.0,positive,False,0,none,auto_resolved,low,"Hi, I'm having an issue with my billing. The invoice total doesn't match what I expected. Can you check it? A short, clear answer would be ideal.","Here's a clear, step-by-step answer. Goal: handle unexpected charge reliably, with guardrails for formatting and failure handling. Plan: - Use schema validation (e.g., Pydantic) to prevent bad inputs from propagating. - Prefer simple baselines...",276.473955352032,2025-02-06,15,3,False,True,0.2578,"Hi, I'm having an issue with my billing. The invoice total doesn't match what I expected. Can you check it?","You are a helpful customer support assistant for a SaaS product. Answer clearly, empathetically, and step-by-step while keeping the response concise and practical.",True,a52fb80193c7c0769c0836852624f4b025a04d2a,246,True
INT006956,S01156,U00126,2025-03-20 05:35:05+00:00,train,mobile_app,internal_qa,US,AMER,pro,individual,internal_policy_qa,anthropic,claude-3.5-sonnet,0.432,1.0,1536,508,374,882,748,0.28224,0.847,False,none,False,False,False,False,False,False,0,none,1.0,positive,False,0,none,abandoned,low,"I'm stuck on this and need some guidance: Summarise this internal security policy into three bullet points for non-technical employees. A short, clear answer would be ideal.","Here's the clean way to approach it. Goal: handle safety flags reliably, with guardrails for formatting and failure handling. Plan: - Add telemetry fields for latency/tokens/cost so you can debug regressions quickly. - Start by writing a...",1179.144385026738,2025-03-20,5,3,False,False,1.3583,Summarise this internal security policy into three bullet points for non-technical employees.,"You are an internal knowledge assistant helping teammates navigate documentation, policies, and internal tools. Be precise, concise, and point to relevant information and next steps.",True,8ad879fd7895b38236ec6ff25a956251dc06e51b,240,True
INT006957,S00090,U00267,2025-04-24 06:53:09+00:00,val,api,internal_qa,IN,APAC,pro,individual,internal_policy_qa,meta,llama-3.1-70b,0.658,0.907,1536,380,829,1209,971,0.2418,0.638,True,tool_error,False,False,False,False,True,False,1,tool_invocation_failed,,no_feedback,True,1,decompose_task,escalated_to_human,high,Can you help me debug this? Follow-up: the previous reply did not fully solve the issue. Check this draft announcement for any confusing or inconsistent statements. Can you walk me through a good solution?,Let's turn this into a reliable workflow. Signal: tool_error while working on safety flags. Quick diagnosis: Validate tool arguments before calling the tool; reject invalid calls early. Recommended...,1245.1081359423276,2025-04-24,6,3,False,False,0.4584,Follow-up: the previous reply did not fully solve the issue. Check this draft announcement for any confusing or inconsistent statements.,"You are an internal knowledge assistant helping teammates navigate documentation, policies, and internal tools. Be precise, concise, and point to relevant information and next steps.",False,8ad879fd7895b38236ec6ff25a956251dc06e51b,200,True
INT006958,S00289,U00243,2025-03-28 10:38:41+00:00,train,mobile_app,content_writing,EG,EMEA,free,individual,internal_policy_qa,meta,llama-3.1-70b,0.617,0.869,768,920,222,1142,1124,0.2284,0.782,False,none,False,False,False,False,False,False,0,none,2.0,positive,False,0,none,auto_resolved,critical,"Context for you: Write a concise product description for a new wireless mouse aimed at software developers. A short, clear answer would be ideal.","Here's a clear, step-by-step answer. Goal: handle tool calling reliably, with guardrails for formatting and failure handling. Plan: - Start by writing a small function boundary for tool calling and add tests before optimizing. - Prefer...",1016.0142348754448,2025-03-28,10,4,False,True,4.1441,Write a concise product description for a new wireless mouse aimed at software developers.,"You are a writing assistant helping users craft clear, engaging, and well-structured content. Keep the tone natural, readable, and aligned with the user's intent.",True,db47a2ba00ac8f8120dcd2fd47d3648a8f594c66,238,True
INT006959,S00988,U00025,2025-03-24 19:59:15+00:00,train,internal_tool,coding_assistant,BR,AMER,free,team,internal_policy_qa,meta,llama-3.1-8b,0.218,0.924,1536,70,467,537,553,0.03224,0.969,False,none,False,False,False,False,False,False,0,none,2.0,positive,False,0,none,auto_resolved,medium,Context for you: I'm getting a Java error: `ValueError`. Can you explain what it means and how to fix it?,"Here's the clean way to approach it. Goal: handle API retry logic reliably, with guardrails for formatting and failure handling. Plan: - Use schema validation (e.g., Pydantic) to prevent bad inputs from...",971.0669077757684,2025-03-24,19,0,False,False,0.1499,I'm getting a Java error: `ValueError`. Can you explain what it means and how to fix it?,"You are a senior software engineer helping users with code, debugging, and best practices. Provide clear explanations, structured steps, and high-quality code examples when relevant.",True,f84eff1764fee544ced395082209fcd5e43e6a0c,205,True
INT006960,S01588,U00031,2025-03-20 14:42:01+00:00,train,api,brainstorming,US,AMER,pro,team,analytics_helper,openai,gpt-4o-mini,0.699,0.949,2048,148,242,390,1328,0.0078,0.572,False,none,False,False,False,False,False,False,0,none,,no_feedback,False,0,none,auto_resolved,medium,I'm stuck on this and need some guidance: Give me ten creative ideas for a YouTube series about learning data science from scratch. Please explain step by step.,"Let's turn this into a reliable workflow. Goal: handle knowledge base search reliably, with guardrails for formatting and failure handling. Plan: - Use schema validation (e.g., Pydantic) to prevent bad inputs from propagating. - Prefer simple...",293.6746987951807,2025-03-20,14,3,False,True,0.6116,Give me ten creative ideas for a YouTube series about learning data science from scratch.,"You are a creative assistant helping users explore ideas and options. Suggest multiple alternatives, structure them clearly, and stay practical.",False,2df52d847c72d1f6b37061123acb53282123086b,245,True
INT006961,S01033,U00205,2025-04-01 02:57:45+00:00,train,slack,customer_support,IN,APAC,free,team,support_strict,openai,gpt-4o-mini,0.771,0.897,1024,683,335,1018,1085,0.02036,0.7,False,none,False,False,False,False,False,False,0,none,1.0,positive,False,0,none,auto_resolved,low,"Can you help me debug this? Our customer is getting an error when trying to log in to their account. Can you help me debug this? I'd like a practical, engineering-focused answer.","Here's what I'd implement in production. Goal: handle slow responses reliably, with guardrails for formatting and failure handling. Plan: - Prefer simple baselines first; then iterate based on measured failure slices. - Use schema validation...",938.2488479262672,2025-04-01,2,1,False,False,2.0388,Our customer is getting an error when trying to log in to their account. Can you help me debug this?,"You are a helpful customer support assistant for a SaaS product. Answer clearly, empathetically, and step-by-step while keeping the response concise and practical.",True,d029d0919f8e306d09ca7001d500c1e6f1c81007,244,True
INT006962,S01384,U00010,2025-03-25 15:03:10+00:00,train,internal_tool,customer_support,US,AMER,pro,team,general_assistant,google,gemini-1.5-pro,0.298,1.0,1024,1388,271,1659,709,0.53088,0.757,False,none,False,False,False,False,False,False,1,email_send,,no_feedback,False,0,none,auto_resolved,low,"Quick question: Hi, I'm having an issue with my billing. The invoice total doesn't match what I expected. Can you check it? A short, clear answer would be ideal.","Here's what I'd implement in production. Goal: handle unexpected charge reliably, with guardrails for formatting and failure handling. Plan: - Add telemetry fields for latency/tokens/cost so you can debug regressions...",2339.915373765868,2025-03-25,15,1,False,True,5.1218,"Hi, I'm having an issue with my billing. The invoice total doesn't match what I expected. Can you check it?","You are a helpful customer support assistant for a SaaS product. Answer clearly, empathetically, and step-by-step while keeping the response concise and practical.",False,a52fb80193c7c0769c0836852624f4b025a04d2a,219,True
INT006963,S00561,U00197,2025-02-24 12:54:01+00:00,val,api,coding_assistant,DE,EMEA,free,enterprise_team,general_assistant,openai,gpt-4.1,0.321,0.999,1536,611,269,880,998,0.352,0.668,True,safety_block,False,False,True,False,False,False,0,none,,no_feedback,False,1,regenerate_with_lower_temp,abandoned,low,Quick question: Follow-up: the previous reply did not fully solve the issue. Can you refactor this function to be more readable and efficient while keeping the same behaviour? Please explain step by step.,This is a common pattern; the fix is straightforward. Let's stabilize it. Signal: safety_block while working on FastAPI endpoint design. Quick diagnosis: Log the trigger category to tune your safety policy. Recommended actions: - Add strict...,881.7635270541082,2025-02-24,12,0,False,True,2.2714,Follow-up: the previous reply did not fully solve the issue. Can you refactor this function to be more readable and efficient while keeping the same behaviour?,"You are a senior software engineer helping users with code, debugging, and best practices. Provide clear explanations, structured steps, and high-quality code examples when relevant.",False,3ddc6acb5986d68a027a4c760a5adfbe894b8deb,243,True
INT006964,S01251,U00407,2025-04-05 18:25:56+00:00,val,web_app,content_writing,US,AMER,free,team,creative_writer,mistral,mistral-large,0.838,0.904,1024,219,642,861,819,0.10332,0.756,False,none,False,False,False,False,False,False,0,none,1.0,positive,False,0,none,auto_resolved,medium,Quick question: Draft a friendly email announcing a small price increase to our existing customers. Can you walk me through a good solution?,"Here's a clear, step-by-step answer. Goal: handle A/B testing reliably, with guardrails for formatting and failure handling. Plan: - Use schema validation (e.g., Pydantic) to prevent bad inputs from propagating. - Start by...",1051.2820512820513,2025-04-05,18,5,True,True,0.3411,Draft a friendly email announcing a small price increase to our existing customers.,"You are a writing assistant helping users craft clear, engaging, and well-structured content. Keep the tone natural, readable, and aligned with the user's intent.",True,469eb15f8b08d9b4130e14a6c3888f14e335a854,225,True
INT006965,S01122,U00284,2025-02-11 14:57:47+00:00,train,api,content_writing,AE,EMEA,enterprise,individual,internal_policy_qa,meta,llama-3.1-70b,0.729,0.861,2048,212,485,697,1810,0.1394,0.616,False,none,False,False,False,False,False,False,0,none,1.0,positive,False,1,regenerate_with_lower_temp,auto_resolved,low,Can you help me debug this? Follow-up: the previous reply did not fully solve the issue. Write a concise product description for a new wireless mouse aimed at software developers. Can you walk me through a good solution?,"I'll keep this concrete and measurable. Goal: handle prompt injection reliably, with guardrails for formatting and failure handling. Plan: - Start by writing a small function boundary for prompt injection and add tests before...",385.0828729281768,2025-02-11,14,1,False,True,0.4371,Follow-up: the previous reply did not fully solve the issue. Write a concise product description for a new wireless mouse aimed at software developers.,"You are a writing assistant helping users craft clear, engaging, and well-structured content. Keep the tone natural, readable, and aligned with the user's intent.",True,db47a2ba00ac8f8120dcd2fd47d3648a8f594c66,228,True
INT006966,S00722,U00386,2025-04-02 11:31:19+00:00,train,api,customer_support,IN,APAC,free,individual,internal_policy_qa,google,gemini-1.5-pro,0.783,0.924,768,811,646,1457,1083,0.46624,0.574,True,formatting_error,False,False,False,True,False,False,0,none,,no_feedback,False,1,manual_post_edit,auto_resolved,low,Quick question: Follow-up: the previous reply did not fully solve the issue. A user says they were double charged this month. Help me draft a clear explanation and next steps.,"Here's a clear, step-by-step answer. Signal: formatting_error while working on slow responses. Quick diagnosis: Fail closed: if invalid, don't pass downstream; retry with the validator error....",1345.33702677747,2025-04-02,11,2,False,True,1.2554,Follow-up: the previous reply did not fully solve the issue. A user says they were double charged this month. Help me draft a clear explanation and next steps.,"You are a helpful customer support assistant for a SaaS product. Answer clearly, empathetically, and step-by-step while keeping the response concise and practical.",False,03bf57d7adc83026d525c8192379aa203b71e1eb,194,True
INT006967,S00740,U00202,2025-02-03 17:55:08+00:00,train,web_app,brainstorming,AE,EMEA,pro,team,analytics_helper,openai,gpt-4o-mini,0.47,0.911,1024,898,471,1369,1055,0.02736,1.0,False,none,False,False,False,False,False,False,0,none,,no_feedback,False,0,none,auto_resolved,low,Give me ten creative ideas for a YouTube series about learning data science from scratch.,"Let's break this down into actionable steps. Goal: handle incident response automation reliably, with guardrails for formatting and failure handling. Plan: - Add telemetry fields for latency/tokens/cost so you can debug regressions quickly. - Use...",1297.6303317535546,2025-02-03,17,0,False,True,1.9066,Give me ten creative ideas for a YouTube series about learning data science from scratch.,"You are a creative assistant helping users explore ideas and options. Suggest multiple alternatives, structure them clearly, and stay practical.",False,2df52d847c72d1f6b37061123acb53282123086b,249,True
INT006968,S01382,U00143,2025-04-01 17:10:16+00:00,test,web_app,brainstorming,EG,EMEA,free,team,code_assistant_secure,meta,llama-3.1-70b,0.721,0.86,1536,1025,530,1555,1524,0.311,0.465,True,toxicity,False,True,False,False,False,False,0,none,,no_feedback,False,0,regenerate_with_lower_temp,auto_resolved,medium,Context for you: Suggest a few content ideas for our next newsletter aimed at early-stage startups. Can you walk me through a good solution?,Let's turn this into a reliable workflow. Signal: toxicity while working on incident response automation. Quick diagnosis: Apply safety filtering and tighten refusal rules; log safety flags for...,1020.3412073490814,2025-04-01,17,1,False,True,1.934,Suggest a few content ideas for our next newsletter aimed at early-stage startups.,"You are a creative assistant helping users explore ideas and options. Suggest multiple alternatives, structure them clearly, and stay practical.",False,9886b059d7fa547dc6fd91d4a5c80abdb317022d,196,True
INT006969,S01541,U00009,2025-03-04 02:30:52+00:00,train,api,content_writing,AU,APAC,free,individual,general_assistant,openai,gpt-4o-mini,0.856,0.912,768,1004,537,1541,1266,0.03084,0.685,False,none,False,False,False,False,False,False,0,none,2.0,positive,False,0,none,auto_resolved,medium,"Context for you: Turn these bullet points into a short, engaging blog introduction about learning machine learning. A short, clear answer would be ideal.","We can make this robust with a few changes. Goal: handle observability metrics reliably, with guardrails for formatting and failure handling. Plan: - Add telemetry fields for latency/tokens/cost so you can debug regressions quickly. - Use schema...",1217.219589257504,2025-03-04,2,1,False,False,1.8696,"Turn these bullet points into a short, engaging blog introduction about learning machine learning.","You are a writing assistant helping users craft clear, engaging, and well-structured content. Keep the tone natural, readable, and aligned with the user's intent.",True,a1c74d04f735d164fdc621e3ce3d5bfea1026243,248,True
INT006970,S00322,U00412,2025-03-01 01:04:43+00:00,train,web_app,brainstorming,BR,AMER,pro,individual,general_assistant,local,custom-local-8b,0.511,1.0,1024,1509,741,2250,1564,0.009,0.716,False,none,False,False,False,False,False,False,0,none,2.0,positive,False,0,none,auto_resolved,medium,I'm working on something and need help: Brainstorm taglines for a productivity app that helps engineers stay focused.,"Here's the clean way to approach it. Goal: handle cost optimization reliably, with guardrails for formatting and failure handling. Plan: - Start by writing a small function boundary for cost optimization and add...",1438.618925831202,2025-03-01,1,5,True,False,2.0364,Brainstorm taglines for a productivity app that helps engineers stay focused.,"You are a creative assistant helping users explore ideas and options. Suggest multiple alternatives, structure them clearly, and stay practical.",True,62cac6cf36e4ae3f199823b7f2ca46aa5e4a0aa7,214,True
INT006971,S00325,U00082,2025-03-20 23:00:37+00:00,train,web_app,coding_assistant,CA,AMER,free,team,code_assistant_secure,openai,gpt-4.1,0.212,0.851,512,414,78,492,3316,0.1968,0.681,False,none,False,False,False,False,False,False,1,knowledge_lookup,,no_feedback,False,0,none,auto_resolved,high,Can you refactor this function to be more readable and efficient while keeping the same behaviour? Can you walk me through a good solution?,"Here's the clean way to approach it. Goal: handle async I/O pitfalls reliably, with guardrails for formatting and failure handling. Plan: - Prefer simple baselines first; then iterate based on measured failure...",148.37153196622438,2025-03-20,23,3,False,False,5.3077,Can you refactor this function to be more readable and efficient while keeping the same behaviour?,"You are a senior software engineer helping users with code, debugging, and best practices. Provide clear explanations, structured steps, and high-quality code examples when relevant.",False,52eadb52b3319d2dab569ce8fb653a0bee56a90f,212,True
INT006972,S00195,U00101,2025-03-19 19:05:29+00:00,train,web_app,coding_assistant,CA,AMER,free,enterprise_team,analytics_helper,mistral,mistral-large,0.276,0.849,768,222,134,356,1524,0.0427199999999999,0.733,False,none,False,False,False,False,False,False,0,none,,no_feedback,False,0,none,auto_resolved,low,"Can you help me debug this? I need help understanding why this asynchronous code is not awaiting correctly. Explain with a small code snippet. I'd like a practical, engineering-focused answer.","Here's a clear, step-by-step answer. Goal: handle API retry logic reliably, with guardrails for formatting and failure handling. Plan: - Start by writing a small function boundary for API retry logic and add tests...",233.5958005249344,2025-03-19,19,2,False,False,1.6567,I need help understanding why this asynchronous code is not awaiting correctly. Explain with a small code snippet.,"You are a senior software engineer helping users with code, debugging, and best practices. Provide clear explanations, structured steps, and high-quality code examples when relevant.",False,54f94ac4f6df7ccc4808605ae4fb839b7a1fbfb2,216,True
INT006973,S00037,U00430,2025-03-18 17:37:43+00:00,train,internal_tool,data_analysis,BR,AMER,free,team,general_assistant,local,custom-local-8b,0.18,0.951,768,854,176,1030,901,0.0041199999999999,0.711,False,none,False,False,False,False,False,False,0,none,,no_feedback,False,0,none,auto_resolved,low,"I'm working on something and need help: I want a short summary of key metrics for this dataset: total users, active users, and average revenue per user. A short, clear answer would be ideal.","Here's the clean way to approach it. Goal: handle latency p95 reliably, with guardrails for formatting and failure handling. Plan: - Prefer simple baselines first; then iterate based on measured failure slices. - Add telemetry...",1143.1742508324085,2025-03-18,17,1,False,True,4.8523,"I want a short summary of key metrics for this dataset: total users, active users, and average revenue per user.","You are a data analysis assistant helping users reason about data, metrics, and models. Explain trade-offs, outline steps, and keep the language accessible but precise.",False,0af51e7e9a94eeacb4db5e80369428b0b639dc4e,229,True
INT006974,S00290,U00115,2025-02-13 20:21:22+00:00,train,web_app,brainstorming,US,AMER,free,individual,analytics_helper,anthropic,claude-3.5-sonnet,0.354,0.951,512,830,343,1173,1457,0.37536,0.968,False,none,False,False,False,False,False,False,0,none,1.0,positive,False,0,none,auto_resolved,medium,"Give me ten creative ideas for a YouTube series about learning data science from scratch. I'd like a practical, engineering-focused answer.","Below is a decision-focused breakdown. Goal: handle knowledge base search reliably, with guardrails for formatting and failure handling. Plan: - Prefer simple baselines first; then iterate based on measured failure slices. - Use schema...",805.0789293067947,2025-02-13,20,3,False,False,2.4198,Give me ten creative ideas for a YouTube series about learning data science from scratch.,"You are a creative assistant helping users explore ideas and options. Suggest multiple alternatives, structure them clearly, and stay practical.",True,2df52d847c72d1f6b37061123acb53282123086b,238,True
INT006975,S00899,U00442,2025-04-25 11:56:38+00:00,val,slack,customer_support,DE,EMEA,pro,individual,internal_policy_qa,mistral,mistral-large,0.765,0.888,1536,884,903,1787,571,0.21444,0.686,False,none,False,False,False,False,False,False,0,none,,no_feedback,False,0,none,auto_resolved,medium,Our customer is getting an error when trying to log in to their account. Can you help me debug this?,"Below is a practical plan you can execute. Goal: handle billing dispute reliably, with guardrails for formatting and failure handling. Plan: - Add telemetry fields for latency/tokens/cost so you can debug regressions quickly. - Use schema validation...",3129.597197898424,2025-04-25,11,4,False,True,0.979,Our customer is getting an error when trying to log in to their account. Can you help me debug this?,"You are a helpful customer support assistant for a SaaS product. Answer clearly, empathetically, and step-by-step while keeping the response concise and practical.",False,03bf57d7adc83026d525c8192379aa203b71e1eb,252,True
INT006976,S00177,U00072,2025-04-16 17:07:30+00:00,val,web_app,data_analysis,FR,EMEA,enterprise,enterprise_team,creative_writer,mistral,mistral-large,0.278,0.865,1024,1675,143,1818,552,0.21816,0.751,False,none,False,False,False,False,False,False,0,none,,no_feedback,False,1,enable_tools,escalated_to_human,medium,I'm working on something and need help: Follow-up: the previous reply did not fully solve the issue. Help me compute the conversion rate per marketing channel and highlight the top 3 performers.,"Below is a practical plan you can execute. Goal: handle safety flag rate reliably, with guardrails for formatting and failure handling. Plan: - Use schema validation (e.g., Pydantic) to prevent bad inputs from...",3293.478260869565,2025-04-16,17,2,False,True,11.7133,Follow-up: the previous reply did not fully solve the issue. Help me compute the conversion rate per marketing channel and highlight the top 3 performers.,"You are a data analysis assistant helping users reason about data, metrics, and models. Explain trade-offs, outline steps, and keep the language accessible but precise.",False,814335a175319858ca540d38bfcac020ec643c3f,212,True
INT006977,S01161,U00345,2025-03-17 15:47:01+00:00,train,web_app,content_writing,EG,EMEA,free,individual,support_strict,meta,llama-3.1-8b,0.986,0.964,1536,1100,187,1287,729,0.0772,0.742,False,none,False,False,False,False,False,False,0,none,,no_feedback,False,0,none,auto_resolved,high,I'm stuck on this and need some guidance: Write a concise product description for a new wireless mouse aimed at software developers. Please explain step by step.,"Let's make the behavior deterministic and observable. Goal: handle LLM reliability reliably, with guardrails for formatting and failure handling. Plan: - Prefer simple baselines first; then iterate based on measured failure slices....",1765.432098765432,2025-03-17,15,0,False,True,5.8824,Write a concise product description for a new wireless mouse aimed at software developers.,"You are a writing assistant helping users craft clear, engaging, and well-structured content. Keep the tone natural, readable, and aligned with the user's intent.",False,75b7366387b6cf4f5631ec9dd298a359e5bb9c1d,234,True
